"exp.dur" "bootstrap.se" "lb" "ub"
"1" 29.5392913851209 2.50686281166021 24.6259305600841 34.4526522101577
"2" 7.89233639738398 2.48531173363462 3.02121490910533 12.7634578856626
"3" 31.2523314913603 2.29545636552199 26.753319686854 35.7513432958666
"4" 13.3860935158028 2.97836420968864 7.54860693196991 19.2235800996356
"5" 14.9853954357854 2.76207142197253 9.57183492599193 20.3989559455789
"6" 9.7535720978728 3.42983342732814 3.03122210733806 16.4759220884075
"7" 27.5459561278517 3.19038236275584 21.2929215999384 33.7989906557649
"8" 10.9336181342664 2.71830418334577 5.60583983588417 16.2613964326487
"9" 33.221631901359 2.18277047478655 28.94348038426 37.4997834184581
"10" 24.1540742487117 0.911110328534368 22.3683308188419 25.9398176785815
"11" 24.75498877158 0.84598295171653 23.0968926546807 26.4130848884792
"12" 9.97159488614576 1.41088774908391 7.20630571171253 12.736884060579
"13" 33.6286557887813 0.948944913862521 31.7687579342983 35.4885536432643
"14" 31.3658440070716 3.07706370660034 25.3349099639996 37.3967780501436
"15" 11.5592469150182 1.89285739141137 7.84931459998144 15.2691792300549
"16" 7.72116514401066 2.89216219666524 2.05263140109854 13.3896988869228
"17" 11.9492731771373 1.85201034931984 8.31939959347501 15.5791467607997
"18" 7.33483958850739 2.97504904779298 1.50385060259297 13.1658285744218
"19" 17.6616415373286 2.91332025766921 11.951638756866 23.3716443177912
"20" 24.4709069785621 2.36570128732227 19.8342176572304 29.1075962998938
"21" 10.1131830637291 1.48704433998963 7.19862971393527 13.0277364135229
"22" 28.1964447261375 2.39195923526707 23.508290772526 32.8845986797489
"23" 6.57183654648944 0.763001565555046 5.07638095785387 8.06729213512501
"24" 16.7726551151325 2.95859667291864 10.9739121914319 22.5713980388331
"25" 18.386630938132 2.88380461085554 12.7344777624046 24.0387841138594
"26" 14.2118826845944 2.63965630728516 9.03825139075151 19.3855139784373
"27" 16.5091520304126 2.81470656941306 10.9924285273147 22.0258755335105
"28" 32.7601260074904 2.62589343158255 27.6134694543483 37.9067825606325
"29" 20.1933598675143 3.45728043174948 13.4172147368303 26.9695049981984
"30" 7.0402409722317 2.75898149650606 1.6327366050674 12.447745339396
"31" 8.6843677548182 1.28779136026487 6.16034306909722 11.2083924405392
"32" 33.6544312189263 2.8720332871385 28.0253494137347 39.2835130241179
"33" 33.6586294844298 2.99416444275881 27.7901750128321 39.5270839560275
"34" 7.93087860482382 3.62044708269542 0.834932714807698 15.0268244948399
"35" 16.1602772264813 3.62082521854685 9.0635902038151 23.2569642491475
"36" 0.0709674890990083 4.71973408620343 -9.17954133646578 9.32147631466379
"37" 33.1613909661972 2.36238117980999 28.5312089360143 37.79157299638
"38" 14.7243499656947 2.80128216352399 9.23393781465321 20.2147621167361
"39" 25.4307533062829 2.3948601750792 20.7369136151184 30.1245929974474
"40" 4.96995436989143 0.926646665217668 3.15376027967066 6.78614846011221
"41" 26.7363345916107 2.9219021351525 21.0095116403611 32.4631575428603
"42" 13.2004145217954 1.57855970935214 10.1064943440192 16.2943346995716
"43" 32.0340579436985 2.59182318367888 26.954177849392 37.1139380380051
"44" 11.1650751815684 2.68701773555328 5.89861719406356 16.4315331690731
"45" 24.2618512914836 2.4578320792485 19.4445889361093 29.0791136468579
"46" 23.9171312946774 2.36828013680779 19.2753875212326 28.5588750681223
"47" 4.9212270241087 0.794456904515769 3.36412010398862 6.47833394422879
"48" 11.0443197394607 2.67369801691425 5.80396792077263 16.2846715581488
"49" 5.37318431382764 0.843652655525204 3.71965549353667 7.02671313411862
"50" 27.8922168927875 2.11765091914197 23.7416973594411 32.0427364261339
"51" 28.4134449595974 2.14816773615055 24.2031135639914 32.6237763552034
"52" 27.8850139148442 2.11722472632771 23.7353297040642 32.0346981256242
"53" 4.64814932199449 0.744243072529791 3.18945970409267 6.10683893989631
"54" 27.8657342802782 2.12797452191427 23.6949808573074 32.036487703249
"55" 28.3547806408101 2.16149229764166 24.1183335845717 32.5912276970485
"56" 28.4168704736531 2.16389815845495 24.1757080168688 32.6580329304373
"57" 28.3278167371509 2.14713328663508 24.119512825339 32.5361206489628
"58" 29.1545715381408 2.24488565994091 24.7546764952462 33.5544665810354
"59" 27.9277374084808 2.1209429676027 23.7707655787161 32.0847092382456
"60" 23.6384036722503 2.41149371544033 18.9119628410426 28.3648445034581
"61" 28.1729611447447 2.15295294866537 23.9532509049513 32.3926713845381
"62" 27.728807816104 2.12786777910403 23.5582636051968 31.8993520270111
"63" 27.8858003239875 2.13199547178398 23.7071659840884 32.0644346638866
"64" 27.7992474488904 2.1319581100057 23.6206863367312 31.9778085610497
"65" 29.1591844438757 2.41609676838489 24.4237217946777 33.8946470930737
"66" 29.1591844438757 2.41609676838489 24.4237217946777 33.8946470930737
"67" 28.3877879472903 2.17343631423546 24.1279310486973 32.6476448458833
"68" 28.8062279516556 2.21741019172853 24.4601838369156 33.1522720663956
"69" 28.0194806760502 2.13918428518097 23.8267565208015 32.212204831299
"70" 28.0696472712249 2.13704724574695 23.8811116363003 32.2581829061494
"71" 28.0318260429174 2.12168317998843 23.8734034235356 32.1902486622991
"72" 24.5550593922726 2.36028922368557 19.9289775207509 29.1811412637943
"73" 6.60049827526173 1.21860663786895 4.21207315371715 8.9889233968063
"74" 6.50683569452212 1.22112191049706 4.11348072921513 8.90019065982911
"75" 6.33967852154833 1.22917508482839 3.93053962459072 8.74881741850594
"76" 9.48412780945428 1.22194364314763 7.08916227774727 11.8790933411613
"77" 7.89820174864051 1.31362422400179 5.32354558037762 10.4728579169034
"78" 7.89820174864051 1.31362422400179 5.32354558037762 10.4728579169034
"79" 9.41041589872746 1.22964154059688 7.00036276526323 11.8204690321917
"80" 9.41041589872746 1.22964154059688 7.00036276526323 11.8204690321917
"81" 9.24750265324474 1.22407286706473 6.84836391934519 11.6466413871443
"82" 9.50994814358005 1.23871965653974 7.08210222982034 11.9377940573398
"83" 9.24795977750669 1.22944949253625 6.83828305132459 11.6576365036888
"84" 9.46720998974286 1.25234298612665 7.01266284064329 11.9217571388424
"85" 9.41041589872746 1.22964154059688 7.00036276526323 11.8204690321917
"86" 9.24795977750669 1.22944949253625 6.83828305132459 11.6576365036888
"87" 9.24750265324474 1.22407286706473 6.84836391934519 11.6466413871443
"88" 7.53362583137316 1.27590775382419 5.03289258628235 10.034359076464
"89" 9.33777639387003 1.22847411046293 6.9300113814228 11.7455414063173
"90" 11.0252998993277 1.23010181897795 8.61434463681374 13.4362551618417
"91" 10.7699007617541 1.22309790735786 8.37267291376636 13.1671286097418
"92" 28.0080647738419 2.59843214107185 22.9152313610698 33.1008981866141
"93" 33.2763747345411 2.65005220500006 28.08236785559 38.4703816134922
"94" 8.5724586757234 2.83466904638945 3.01660943670957 14.1283079147372
"95" 2.9153151338266 0.814387293278398 1.31914536953388 4.51148489811931
"96" 2.9153151338266 0.814387293278398 1.31914536953388 4.51148489811931
"97" 2.89220122425218 0.814303725234071 1.2961952503166 4.48820719818775
"98" 2.87324399412525 0.818651525826676 1.2687164876162 4.4777715006343
"99" 2.70643176608612 0.895935258833575 0.950430926292744 4.4624326058795
"100" 3.12470447508731 1.04361366167169 1.07925928443683 5.1701496657378
"101" 2.71662503830097 0.944791151875809 0.864868407712278 4.56838166888967
"102" 4.7276246395109 0.968313393752273 2.82976526200869 6.6254840170131
"103" 4.7276246395109 0.968313393752273 2.82976526200869 6.6254840170131
"104" 4.7276246395109 0.968313393752273 2.82976526200869 6.6254840170131
"105" 4.7276246395109 0.968313393752273 2.82976526200869 6.6254840170131
"106" 4.7276246395109 0.968313393752273 2.82976526200869 6.6254840170131
"107" 4.7276246395109 0.968313393752273 2.82976526200869 6.6254840170131
"108" 4.7276246395109 0.968313393752273 2.82976526200869 6.6254840170131
"109" 1.39863804616786 1.09824035143005 -0.753873489003661 3.55114958133938
"110" 5.26969328359375 1.12178773552647 3.07102972366313 7.46835684352438
"111" 5.81117437077175 1.5154102569158 2.84102484541418 8.78132389612932
"112" 33.6944724931264 3.30803423471706 27.2108445334554 40.1781004527974
"113" 6.70754068224261 1.66630803931946 3.44163693802692 9.97344442645831
